TrackingNumber,Carrier,DeliveryDate
00862383399,Purolator,3/16/2017
00065267550,DHL Express,9/13/2016
00244310625,Purolator,11/25/2011
00587640125,eShipper,4/12/2014
00532060009,eShipper,6/5/2016
00690606056,Freightera,7/28/2014
00414877045,Canada Post,1/4/2020
00761995557,Canada Post,1/31/2016
00347106585,Canpar Express,3/4/2012
00977025147,DHL Express,2/7/2016
00494055943,eShipper,6/27/2019
00130480782,eShipper,2/3/2013
00430148579,Purolator,12/28/2018
00688457445,eShipper,10/30/2016
00009418528,DHL Express,12/11/2018
00098144538,DHL Express,2/3/2011
00998607549,Canpar Express,9/3/2021
00269784928,eShipper,9/15/2020
00215191420,Canada Post,12/24/2020
00294759478,DHL Express,2/20/2017
00442140066,Purolator,5/15/2015
00039807071,DHL Express,9/21/2017
00561320455,Canpar Express,8/4/2014
00097132938,Canpar Express,3/28/2014
00622238821,Canada Post,4/25/2013
00852817685,DHL Express,12/12/2020
00876597399,eShipper,5/20/2020
00412532749,Purolator,11/13/2016
00910617913,Canada Post,1/10/2012
00537764694,Purolator,3/13/2011
00000227892,Canada Post,12/5/2019
00594587700,Canada Post,8/17/2016
00400093616,DHL Express,3/21/2020
00027742892,Canada Post,7/26/2016
00946641947,eShipper,10/29/2019
00615783772,Purolator,9/24/2012
00298376208,Freightera,7/1/2014
00755759122,Freightera,10/12/2010
00318635689,Canpar Express,1/25/2013
00399704564,DHL Express,6/21/2012
00719135301,Canada Post,11/11/2017
00277586914,Canpar Express,7/16/2017
00769968041,Purolator,9/11/2018
00493894073,Canpar Express,4/1/2011
00801986718,eShipper,3/29/2016
00493220226,Canpar Express,9/20/2012
00966445889,Purolator,10/15/2021
00017194987,eShipper,2/11/2017
00614575441,DHL Express,12/9/2018
00509454226,DHL Express,7/31/2018
00418058891,Freightera,8/18/2018
00449490613,DHL Express,5/29/2010
00529372561,Canpar Express,2/20/2011
00591860795,Canada Post,8/7/2016
00238315282,Freightera,11/28/2018
00572708496,eShipper,9/12/2017
00697995613,Canpar Express,5/15/2013
00280106513,Canada Post,5/20/2011
00646910128,DHL Express,7/22/2019
00559789966,Canpar Express,10/14/2011
00915361840,DHL Express,1/15/2015
00846471968,DHL Express,10/13/2012
00811819350,DHL Express,4/22/2020
00821879704,Canpar Express,10/12/2013
00667939489,DHL Express,12/14/2017
00598603618,Freightera,2/3/2010
00875257643,Canada Post,5/11/2012
00213262813,eShipper,7/7/2015
00702439735,Freightera,4/17/2013
00675964203,Freightera,10/9/2016
00144829098,DHL Express,7/7/2017
00451900534,DHL Express,2/15/2011
00664385336,Canpar Express,6/2/2016
00397428469,Purolator,12/11/2012
00774680974,Purolator,9/4/2019
00561002663,eShipper,10/29/2020
00519548299,Purolator,3/29/2013
00991329668,Freightera,3/23/2017
00997604917,Canada Post,1/11/2010
00016671228,eShipper,9/9/2014
00814229966,Freightera,10/28/2012
00855109348,Canada Post,3/30/2016
00997690683,Purolator,5/7/2018
00410147739,Canada Post,7/28/2012
00437671369,Purolator,5/7/2010
00034788115,Canada Post,9/14/2017
00534811434,Purolator,1/30/2019
00680268762,Canada Post,10/19/2015
00389698642,Canpar Express,5/29/2014
00712493289,Canada Post,12/3/2012
00853847754,Canpar Express,5/15/2014
00797517384,DHL Express,3/4/2015
00657850195,DHL Express,11/4/2021
00980060970,eShipper,8/22/2019
00538086204,Canada Post,11/21/2017
00332026640,Canpar Express,10/18/2010
00868478335,DHL Express,8/18/2019
00144647772,Purolator,3/25/2014
00456590569,Canada Post,11/15/2019
00890526751,Freightera,11/25/2016
00400123633,Freightera,10/6/2017
00167329773,Canpar Express,2/23/2013
00789222409,DHL Express,6/15/2016
00199851638,DHL Express,5/25/2017
00394076230,DHL Express,9/18/2012
00986975036,Purolator,2/15/2011
00146801521,Purolator,12/18/2013
00608703928,DHL Express,7/29/2014
00895326676,eShipper,9/9/2011
00874434189,Canpar Express,8/29/2019
00140113823,DHL Express,10/23/2015
00972973293,Canada Post,6/14/2019
00335337460,Purolator,7/8/2020
00180285528,Canada Post,8/13/2016
00372040318,Purolator,1/17/2014
00319200798,eShipper,12/23/2015
00217339790,Freightera,6/1/2019
00622113346,eShipper,5/22/2012
00328858170,Canada Post,7/12/2016
00424758499,eShipper,7/8/2015
00269235655,eShipper,1/16/2021
00548348771,Purolator,9/18/2018
00132135077,Purolator,10/11/2016
00792750679,eShipper,1/11/2012
00244408714,DHL Express,1/17/2019
00174664965,Freightera,2/12/2016
00875208471,Freightera,4/11/2016
00354154769,DHL Express,7/15/2020
00111179285,eShipper,9/10/2013
00315296510,Freightera,1/8/2020
00312520032,Canada Post,12/5/2017
00119781692,Purolator,1/30/2011
00346410804,Purolator,8/7/2019
00777679284,DHL Express,3/31/2019
00302027056,eShipper,11/12/2010
00424782545,Freightera,9/23/2011
00139235080,Canada Post,8/3/2017
00581298469,Purolator,7/18/2015
00575614015,Canpar Express,3/16/2015
00945573759,DHL Express,10/17/2020
00617131364,Freightera,9/10/2020
00628619823,Canpar Express,10/19/2011
00632110519,Canada Post,4/12/2020
00286182956,DHL Express,3/6/2012
00444393561,eShipper,2/7/2013
00203941787,DHL Express,11/1/2019
00759648031,Purolator,12/12/2014
00463834765,Purolator,11/5/2020
00487972646,Canpar Express,4/7/2011
00682634406,DHL Express,6/1/2012
00701918907,Purolator,5/16/2015
00762977763,eShipper,9/12/2019
00411890304,DHL Express,8/28/2015
00171079123,Freightera,7/21/2016
00637206731,Canada Post,10/23/2020
00715601727,Freightera,6/9/2016
00787036261,eShipper,3/11/2016
00164640209,Purolator,2/3/2010
00269206251,Canpar Express,11/19/2014
00255593450,Canada Post,4/7/2018
00739473729,eShipper,2/3/2014
00340706947,Canpar Express,1/26/2017
00698918791,DHL Express,7/7/2017
00541847936,Canpar Express,2/16/2010
00107454530,DHL Express,3/24/2018
00297953272,DHL Express,6/22/2021
00058047397,Freightera,3/18/2015
00096650920,Canpar Express,12/20/2012
00102325871,eShipper,7/17/2016
00501842299,Canada Post,3/6/2020
00882743027,Canada Post,11/4/2018
00086297669,DHL Express,11/2/2016
00938679741,Canpar Express,6/27/2014
00856132313,eShipper,8/11/2014
00756640254,Canada Post,6/7/2017
00147887684,Purolator,7/24/2016
00398593572,Purolator,10/24/2017
00643546382,Freightera,10/22/2011
00550530603,Freightera,2/3/2010
00272935488,Freightera,6/18/2020
00446489527,Purolator,9/16/2012
00017590448,DHL Express,12/10/2020
00001291360,eShipper,3/25/2015
00409936966,Purolator,12/2/2015
00309639761,eShipper,6/12/2014
00266004976,eShipper,1/7/2010
00341073361,DHL Express,11/3/2010
00657436375,DHL Express,1/17/2016
00792041511,DHL Express,11/18/2011
00292841823,Canada Post,1/23/2020
00103062799,Purolator,4/30/2017
00915246155,Freightera,12/16/2018
00961219835,Canpar Express,6/6/2017
00895845534,Freightera,9/3/2018
00049675103,DHL Express,12/26/2018
00311021257,Canpar Express,4/25/2011
00985122120,Purolator,8/2/2014
00797902379,DHL Express,6/28/2017
00058822553,Canada Post,12/29/2019
00972467309,Canpar Express,12/17/2018
00812545499,Canada Post,6/15/2018
00041048479,DHL Express,9/21/2013
00860697068,Freightera,2/9/2016
00133195014,eShipper,6/6/2011
00544162468,DHL Express,11/22/2017
00771521466,Purolator,4/28/2011
00212966804,DHL Express,9/13/2011
00069646437,Purolator,6/14/2016
00093476341,Canada Post,8/20/2020
00125402281,Purolator,2/19/2017
00196882157,DHL Express,11/29/2011
00234040025,Purolator,12/16/2020
00221338332,Canada Post,11/28/2021
00994366471,Canada Post,11/25/2021
00487316123,Canpar Express,11/8/2016
00635313317,DHL Express,5/3/2012
00976573466,Canada Post,2/16/2020
00964408183,Purolator,8/11/2020
00739937126,Canpar Express,3/18/2013
00221675377,DHL Express,5/19/2017
00696756442,Purolator,5/14/2013
00762489287,DHL Express,9/7/2014
00656721605,Purolator,1/14/2013
00398206636,eShipper,5/29/2019
00981952384,DHL Express,1/18/2015
00018386501,Freightera,10/29/2020
00261902324,DHL Express,6/18/2014
00093066742,Freightera,12/5/2016
00640897596,Freightera,5/6/2011
00890680289,eShipper,11/19/2016
00077106115,Canpar Express,2/5/2012
00889097643,eShipper,9/15/2020
00255537354,Freightera,8/24/2017
00792830868,Freightera,11/30/2018
00834659198,Purolator,12/27/2019
00546567739,Canada Post,1/16/2019
00640807691,Canpar Express,2/11/2012
00889000163,Canpar Express,6/15/2019
00062164156,eShipper,2/3/2018
00393456328,Canada Post,6/14/2011
00708006146,Purolator,9/29/2017
00937058410,Purolator,8/25/2019
00268526625,Canada Post,8/6/2020
00003965156,Canada Post,7/1/2013
00529935993,Purolator,6/28/2020
00785189813,Purolator,12/8/2014
00758751875,Freightera,5/9/2012
00389316940,DHL Express,12/12/2020
00496394782,eShipper,12/2/2018
00627057273,eShipper,7/16/2018
00922081176,DHL Express,8/21/2016
00808732751,eShipper,1/14/2016
00650895822,eShipper,6/3/2017
00568208070,Purolator,3/22/2017
00887188969,Canpar Express,12/17/2021
00644143453,Freightera,1/8/2014
00513861430,Freightera,2/20/2021
00331943440,DHL Express,3/24/2016
00322699877,Canpar Express,6/26/2011
00950901441,Canpar Express,1/6/2014
00202354801,Canada Post,4/28/2019
00870182784,Purolator,9/2/2018
00383049088,eShipper,7/26/2014
00346153592,Freightera,12/24/2012
00939571948,Canada Post,5/4/2020
00717704395,DHL Express,12/29/2020
00849963860,Canada Post,5/22/2020
00202096814,Purolator,6/18/2020
00713181699,Canpar Express,9/29/2020
00366989768,Canpar Express,8/4/2020
00585377983,Freightera,4/15/2015
00468388272,Canada Post,9/25/2012
00182647989,Freightera,11/23/2012
00301514140,eShipper,7/24/2012
00854073681,Purolator,1/2/2018
00453003604,Freightera,10/14/2015
00059854966,Purolator,5/27/2014
00583069265,Purolator,6/3/2015
00244415189,Purolator,7/26/2014
00727769757,Purolator,5/24/2011
00144401576,DHL Express,5/18/2011
00538162589,Purolator,12/11/2015
00259057977,Canada Post,2/20/2019
00130213040,eShipper,2/26/2019
00570854400,eShipper,2/21/2018
00092580229,Canada Post,8/18/2014
00253456862,eShipper,2/27/2015
00922446606,Purolator,4/22/2015
00397321777,Purolator,11/10/2013
00609340773,Canada Post,2/19/2017
00525673083,Freightera,3/20/2012
00436575927,Freightera,2/7/2011
00688846014,Purolator,8/16/2010
00018499669,eShipper,12/20/2013
00106708210,Canpar Express,12/13/2013
00677588287,Purolator,7/24/2013
00738537023,Canada Post,10/31/2019
00509196091,eShipper,4/25/2013
00967514571,Canada Post,12/17/2018
00650517767,DHL Express,4/11/2011
00109988188,Purolator,3/20/2020
00003572095,Purolator,3/13/2015
00318266797,DHL Express,12/22/2018
00209928842,Purolator,12/13/2014
00734109987,Canpar Express,7/30/2016
00966538316,Canpar Express,8/4/2020
00819009094,Freightera,10/16/2013
00237411031,Freightera,3/15/2019
00484826908,DHL Express,3/8/2014
00275144003,Canpar Express,10/1/2012
00658658073,Freightera,8/31/2018
00831059306,Canada Post,3/10/2011
00626312666,Canpar Express,5/9/2011
00597766767,eShipper,10/2/2016
00143004286,Canpar Express,5/7/2014
00789712643,Freightera,3/6/2012
00317157588,DHL Express,5/23/2011
00077482713,Canada Post,3/17/2014
00888831785,eShipper,4/9/2012
00097268158,Canpar Express,1/2/2012
00167168569,eShipper,7/28/2019
00879334670,Canada Post,6/8/2019
00077949511,eShipper,2/2/2011
00470743341,Freightera,6/16/2012
00289050399,DHL Express,4/14/2020
00754073354,Canada Post,6/6/2013
00897617478,eShipper,7/16/2017
00120112784,Freightera,11/27/2013
00558557018,Canada Post,4/30/2019
00424898369,Freightera,8/9/2014
00467898928,Freightera,11/2/2012
00598194992,Canada Post,9/9/2016
00424385254,Purolator,7/6/2017
00427961032,Canpar Express,7/14/2020
00718444467,Purolator,2/2/2013
00032318170,Freightera,3/20/2013
00632109312,Purolator,8/8/2011
00591293601,Purolator,3/29/2020
00344749504,Freightera,3/28/2014
00503355899,Freightera,2/4/2017
00940503577,Freightera,11/2/2012
00431171993,eShipper,11/13/2020
00599838574,Canada Post,11/13/2018
00976320479,Canada Post,7/8/2016
00206508458,DHL Express,6/24/2013
00696707170,Freightera,6/19/2015
00405697605,Freightera,11/23/2018
00248461557,eShipper,10/5/2020
00228156310,DHL Express,7/9/2018
00852153476,DHL Express,12/13/2014
00625735594,DHL Express,8/4/2014
00547456919,Canada Post,6/12/2019
00228597536,Freightera,9/21/2020
00282208877,Canpar Express,12/6/2010
00160148133,Canpar Express,10/7/2021
00905257664,DHL Express,6/20/2014
00088152652,Purolator,4/3/2017
00679471226,DHL Express,5/26/2015
00290298965,DHL Express,1/7/2016
00676748823,Canada Post,7/9/2018
00292181690,Canpar Express,3/28/2020
00031989973,DHL Express,1/12/2018
00062496776,eShipper,3/25/2017
00870668819,DHL Express,7/20/2012
00868287581,Canada Post,12/16/2020
00248658334,Canada Post,11/27/2019
00103131717,DHL Express,10/17/2016
00654901631,Freightera,8/7/2019
00163956771,DHL Express,6/24/2014
00165469596,Canada Post,4/4/2011
00906992025,eShipper,10/4/2012
00186680124,eShipper,12/13/2019
00499473039,Canpar Express,2/15/2012
00076577689,DHL Express,10/21/2019
00951209306,eShipper,6/17/2018
00208766040,Freightera,3/12/2016
00933621736,Canpar Express,2/20/2011
00219452771,eShipper,2/5/2011
00865481074,eShipper,3/11/2015
00795758269,Purolator,3/20/2015
00900687249,Purolator,6/5/2020
00501790647,Purolator,6/3/2017
00166449023,DHL Express,4/9/2011
00632279791,Freightera,2/17/2018
00828154891,DHL Express,10/18/2011
00963235422,Freightera,7/5/2013
00315132007,Freightera,1/16/2019
00205801869,eShipper,5/26/2014
00728082566,Canada Post,6/11/2020
00343166665,Freightera,3/19/2019
00291786839,Freightera,1/27/2015
00149738565,Freightera,1/14/2013
00346693545,Freightera,5/11/2018
00588979770,Canada Post,2/23/2018
00338919818,eShipper,2/15/2014
00486271046,DHL Express,10/3/2014
00671330925,Canada Post,12/3/2015
00024530134,DHL Express,6/9/2020
00164688792,Canpar Express,12/10/2016
00329754568,eShipper,8/24/2013
00117956466,Canpar Express,9/11/2016
00664946648,Freightera,8/17/2011
00973998349,Canpar Express,11/30/2015
00957615507,Freightera,4/4/2012
00577010626,Freightera,6/23/2019
00322519584,Purolator,11/12/2011
00845516013,Freightera,6/2/2019
00929249490,Canpar Express,5/31/2013
00219789799,eShipper,11/27/2013
00136536088,Canada Post,5/10/2013
00120412554,Purolator,11/8/2010
00086306563,eShipper,2/3/2017
00297952917,Canpar Express,11/4/2014
00864543791,Canada Post,6/24/2011
00353116035,eShipper,5/11/2010
00517109643,Canada Post,8/12/2017
00904783476,Purolator,11/28/2014
00337692983,eShipper,8/20/2017
00806082270,eShipper,12/28/2018
00316140265,eShipper,12/7/2011
00809003275,Purolator,3/4/2011
00064654884,eShipper,3/27/2019
00153826878,Canpar Express,5/25/2014
00874973572,Purolator,7/3/2018
00805403336,Canpar Express,5/3/2021
00586562151,DHL Express,8/23/2011
00697190461,Canada Post,3/15/2019
00391274532,DHL Express,6/4/2013
00677716525,Purolator,5/24/2021
00510605562,DHL Express,1/5/2015
00931924206,Purolator,4/22/2017
00975441402,Canpar Express,2/5/2012
00039049750,Freightera,10/1/2012
00811350525,DHL Express,11/29/2020
00341048683,DHL Express,11/26/2012
00583335005,Canada Post,1/21/2011
00293496614,Purolator,7/22/2017
00398120390,Purolator,9/21/2011
00552125336,Canpar Express,4/21/2014
00849812498,DHL Express,3/25/2021
00969446480,DHL Express,11/4/2021
00625646017,Canada Post,12/8/2019
00038083580,Purolator,1/9/2015
00472609862,DHL Express,5/14/2012
00164914305,eShipper,5/3/2011
00883991031,Freightera,1/21/2020
00726442421,Purolator,6/5/2011
00755497980,Purolator,12/26/2014
00709029076,DHL Express,12/31/2015
00708566740,Canada Post,10/10/2012
00449196133,DHL Express,2/10/2018
00566066597,Freightera,11/15/2012
00659792173,Purolator,9/29/2019
00796657069,Purolator,12/15/2018
00862612621,Purolator,9/3/2016
00330746330,eShipper,6/9/2021
00184815729,Purolator,10/11/2010
00348946335,DHL Express,12/13/2010
00484109798,Purolator,3/9/2014
00206823306,Canada Post,12/21/2013
00901295919,Canada Post,11/12/2015
00905716385,eShipper,5/10/2020
00542170150,Canada Post,5/27/2014
00765419215,Purolator,5/28/2014
00892301057,Canpar Express,6/22/2016
00922205536,DHL Express,12/1/2015
00482590613,Purolator,7/28/2015
00938837530,Canpar Express,11/20/2018
00423019614,Canada Post,12/6/2020
00021332523,Purolator,12/6/2020
00366225075,Canada Post,8/28/2012
00276125110,Freightera,6/5/2020
00064347804,DHL Express,2/15/2017
00470981512,DHL Express,10/24/2015
00327610630,DHL Express,8/26/2012
00868887530,eShipper,10/1/2017
00634086402,Purolator,1/13/2020
00383107174,DHL Express,2/22/2014
00593092377,Canpar Express,12/21/2017
00540613501,Canpar Express,1/18/2015
00834742784,Canada Post,7/16/2015
00316326335,DHL Express,3/17/2014
00304475002,eShipper,2/22/2012
00882246897,eShipper,9/21/2015
00936739187,DHL Express,4/2/2018
00841600918,Canpar Express,9/22/2015
00578786262,Canpar Express,11/1/2016
00843038087,DHL Express,6/16/2012
00913340218,Canpar Express,7/26/2018
00772326084,Canpar Express,7/1/2019
00380070638,DHL Express,7/5/2021
00223993022,Canpar Express,12/12/2019
00594331581,Canpar Express,7/12/2016
00347270430,Canada Post,5/8/2018
00374946654,eShipper,4/29/2017
00664835883,Purolator,10/12/2018
00693394976,Canpar Express,1/17/2012
00426991645,Canpar Express,10/2/2013
00100870591,Freightera,12/20/2016
00558834271,Purolator,2/9/2012
00004574209,Freightera,5/14/2017
00506849450,Canada Post,1/11/2018
00653177104,Freightera,4/21/2020
00767888163,eShipper,7/15/2017
00470126237,Canada Post,8/7/2018
00513877475,DHL Express,7/19/2014
00461989976,DHL Express,8/26/2014
00657555276,eShipper,6/6/2010
00655783884,DHL Express,4/14/2020
00542820250,Freightera,6/12/2011
00591401476,eShipper,7/5/2016
00224167851,Canpar Express,2/3/2013
00075281802,Canpar Express,3/9/2014
00349329544,Canada Post,5/18/2021
00392150360,Canada Post,7/11/2016
00408096179,Canada Post,10/6/2015
00308082245,Purolator,1/18/2012
00374488955,Freightera,7/21/2017
00161982792,Purolator,2/21/2021
00137563998,Canpar Express,12/14/2018
00852792236,Canada Post,5/9/2010
00475847240,Freightera,5/4/2010
00808254691,Canada Post,7/29/2016
00801976536,DHL Express,12/26/2017
00657527054,Freightera,11/29/2019
00839307676,Freightera,8/14/2020
00498183311,Purolator,7/23/2012
00631339570,Freightera,9/8/2019
00422839775,Canada Post,6/15/2012
00623872405,eShipper,12/11/2013
00447373478,Canada Post,2/13/2013
00238795584,Freightera,8/26/2012
00336782640,eShipper,6/29/2021
00027491623,Canada Post,7/25/2021
00900174039,Canpar Express,12/30/2012
00128898421,Purolator,4/27/2013
00234106515,eShipper,4/19/2019
00823564645,Freightera,11/6/2010
00680274395,Canada Post,9/21/2017
00870507771,Purolator,5/5/2010
00183912927,Purolator,6/22/2017
00768538104,Freightera,10/31/2016
00738093073,Canada Post,8/18/2020
00630783121,Canpar Express,2/28/2018
00992029503,Freightera,7/9/2011
00006151938,Freightera,5/25/2018
00474225339,Canpar Express,5/7/2018
00390527096,Canpar Express,6/1/2018
00327923355,Freightera,2/11/2018
00878107323,Canada Post,8/7/2018
00746761549,Purolator,6/13/2015
00151838744,Freightera,6/26/2013
00206390127,Freightera,8/23/2020
00727152320,DHL Express,1/15/2011
00778646695,Canada Post,3/21/2016
00481599258,Purolator,2/5/2021
00541974927,Freightera,7/15/2019
00623510444,DHL Express,10/18/2019
00783112452,eShipper,12/30/2015
00260214409,Freightera,10/10/2021
00550835964,Freightera,10/28/2019
00420467516,DHL Express,7/22/2016
00743662960,Purolator,2/2/2019
00520325978,Freightera,8/30/2019
00591175554,eShipper,5/21/2020
00953198034,Canpar Express,7/11/2015
00864624662,Purolator,1/31/2014
00504169879,Canpar Express,6/22/2012
00478235653,DHL Express,6/15/2015
00836149934,DHL Express,6/2/2014
00440867911,Canpar Express,3/4/2017
00158243934,Purolator,1/19/2011
00986650059,Canada Post,9/20/2021
00800324496,Freightera,12/30/2019
00525508849,Purolator,10/21/2010
00182658969,Canpar Express,5/17/2011
00528865344,Freightera,10/11/2021
00414641870,Canada Post,7/18/2019
00940845451,Purolator,7/4/2020
00478994036,eShipper,11/21/2012
00526814319,Canada Post,8/20/2013
00794969728,Canada Post,3/18/2020
00169458270,eShipper,4/19/2016
00698116170,DHL Express,11/20/2013
00033414443,DHL Express,3/15/2013
00511799005,Canpar Express,12/10/2019
00588117632,eShipper,9/11/2016
00534445191,Purolator,3/1/2019
00715235079,Purolator,10/15/2016
00299737335,eShipper,7/13/2014
00887483056,eShipper,1/22/2020
00220189856,Canpar Express,12/1/2011
00419851252,DHL Express,8/27/2015
00648354803,DHL Express,9/7/2012
00861699864,Canada Post,1/25/2021
00588117676,Canpar Express,8/5/2012
00205036574,Freightera,6/21/2019
00064697270,Purolator,1/23/2013
00609977582,Freightera,10/29/2012
00650498552,eShipper,3/2/2020
00615538345,eShipper,12/23/2019
00934143973,eShipper,2/14/2013
00437655337,Purolator,9/13/2013
00109096689,Canada Post,4/29/2016
00410955622,Freightera,2/24/2014
00111068605,eShipper,2/23/2013
00110129444,Freightera,6/12/2014
00386732995,eShipper,10/12/2012
00224931718,Freightera,3/1/2014
00098739314,eShipper,9/28/2015
00502874012,Canada Post,6/28/2010
00300575581,eShipper,8/28/2015
00845583106,Canada Post,9/22/2010
00360090019,Freightera,3/29/2017
00968054495,Purolator,12/2/2012
00522188250,Purolator,11/28/2016
00004391381,Canpar Express,11/21/2018
00907864161,Freightera,9/6/2014
00798396867,Freightera,12/24/2019
00821013307,Purolator,5/7/2020
00392965550,Purolator,3/18/2020
00894050385,Canpar Express,8/23/2014
00308525370,eShipper,10/10/2016
00022830586,Purolator,3/24/2012
00341292038,Purolator,6/10/2013
00174640258,Purolator,1/17/2016
00021340404,Canada Post,4/22/2017
00341944656,eShipper,3/23/2015
00019509862,Freightera,6/29/2021
00538265083,Purolator,7/26/2021
00322329628,Purolator,4/14/2011
00262382377,Canada Post,10/2/2015
00423358822,Canpar Express,4/10/2015
00049934898,Purolator,9/6/2010
00879560890,eShipper,6/13/2021
00134079443,Purolator,4/24/2019
00646674470,Canpar Express,6/12/2021
00461282510,Canpar Express,11/28/2014
00377280874,Freightera,4/27/2021
00696817695,DHL Express,11/18/2012
00882790642,Canada Post,5/14/2019
00279871842,eShipper,1/28/2017
00745224040,Freightera,3/13/2015
00006768806,DHL Express,10/24/2012
00424681921,Canada Post,8/19/2018
00607383789,Canada Post,9/19/2017
00962821823,Canada Post,9/1/2017
00675003741,DHL Express,1/21/2020
00613360646,Canpar Express,4/6/2011
00670489204,Purolator,7/10/2012
00661153486,Freightera,4/18/2021
00151469900,DHL Express,6/6/2020
00207370314,Purolator,3/27/2010
00873348909,DHL Express,12/18/2011
00389675035,Canada Post,9/18/2016
00771452394,Canpar Express,7/4/2013
00666895843,Canada Post,7/5/2013
00601062948,Freightera,4/1/2013
00911043955,Canada Post,8/10/2014
00387316706,Freightera,1/11/2017
00361445937,Freightera,7/18/2021
00747053227,DHL Express,2/16/2012
00222760171,Canpar Express,2/3/2018
00255622444,DHL Express,9/28/2012
00942419858,Canada Post,1/10/2013
00759621396,Canada Post,9/5/2019
00580262753,Freightera,4/2/2014
00719042134,eShipper,2/21/2015
00226720005,eShipper,7/23/2018
00543520778,DHL Express,4/7/2011
00913550064,Canada Post,4/22/2017
00203760477,Canada Post,12/7/2016
00842373052,Purolator,2/5/2018
00970243592,Freightera,1/3/2016
00868943521,Canpar Express,2/17/2013
00554362659,Canada Post,1/23/2015
00663186602,Freightera,10/4/2018
00723060187,Canpar Express,9/21/2016
00611629884,Canada Post,3/23/2019
00122233832,Freightera,11/28/2016
00058819247,DHL Express,5/18/2011
00741552253,eShipper,10/6/2013
00366587622,DHL Express,3/15/2014
00335785751,eShipper,6/25/2016
00264164737,Canpar Express,9/20/2018
00341441519,eShipper,10/17/2018
00387566602,Canada Post,6/28/2013
00553623262,Freightera,10/11/2014
00708664987,Canada Post,6/3/2019
00552400098,Freightera,7/14/2012
00694515823,Purolator,5/12/2012
00887922813,eShipper,9/13/2019
00788749535,DHL Express,1/29/2021
00827300456,eShipper,2/20/2011
00986260764,Purolator,5/25/2017
00032393436,Freightera,12/24/2015
00617665795,Canada Post,9/22/2016
00905566342,Canada Post,10/24/2013
00194036010,eShipper,6/25/2010
00311321728,DHL Express,8/20/2011
00154685546,Purolator,10/22/2016
00840372302,Canpar Express,4/13/2014
00255791062,eShipper,4/12/2018
00316582742,DHL Express,7/29/2016
00335436961,Canada Post,3/31/2013
00093125153,Canpar Express,6/25/2020
00793356977,Freightera,1/13/2018
00501670428,Purolator,3/22/2018
00221963084,DHL Express,1/25/2014
00157630877,Canpar Express,2/11/2013
00478431890,eShipper,7/24/2016
00214976123,eShipper,11/10/2013
00302761202,eShipper,5/12/2015
00681289377,Freightera,9/30/2014
00431338785,Canada Post,12/18/2016
00125539711,DHL Express,11/16/2013
00297762210,eShipper,8/19/2020
00867860007,Canpar Express,3/13/2015
00877747940,Canada Post,12/18/2015
00475543261,Canpar Express,11/6/2016
00654108497,Canada Post,10/8/2016
00600717649,DHL Express,1/21/2011
00379486814,Canpar Express,12/3/2015
00485809796,DHL Express,8/4/2015
00453482182,Canada Post,1/15/2012
00162938794,eShipper,9/21/2015
00222368159,DHL Express,7/26/2020
00946160553,Canada Post,6/10/2014
00807818186,Freightera,2/18/2010
00287360043,DHL Express,5/4/2011
00294230391,eShipper,2/18/2019
00146149796,DHL Express,12/12/2011
00766977947,Purolator,12/16/2019
00435246412,Canpar Express,4/5/2016
00181584288,Freightera,6/19/2011
00401627813,DHL Express,1/25/2012
00710861800,Canada Post,12/2/2017
00047986932,eShipper,10/8/2020
00547585784,Canpar Express,11/6/2015
00258113679,Canpar Express,2/2/2014
00369217868,Purolator,12/18/2017
00845518190,Purolator,5/26/2013
00121198772,eShipper,8/14/2019
00685853360,Canpar Express,9/20/2014
00988332648,Freightera,3/8/2015
00668331969,eShipper,3/12/2012
00953505509,Purolator,1/9/2015
00083807097,Freightera,1/4/2016
00228275097,Freightera,9/11/2014
00804848873,Freightera,7/20/2018
00898746685,DHL Express,4/25/2014
00639336047,eShipper,1/26/2020
00592073014,Freightera,3/28/2016
00630745007,Canpar Express,8/12/2014
00990373472,Purolator,4/30/2021
00327747330,Purolator,7/26/2019
00861406041,Canada Post,10/27/2011
00064873099,eShipper,11/3/2012
00321761003,Canada Post,7/25/2018
00421851919,Canpar Express,4/2/2012
00228571626,Purolator,2/12/2014
00400904815,Canpar Express,7/16/2011
00039002620,Canada Post,5/11/2019
00060581619,eShipper,8/17/2016
00107782078,Purolator,6/22/2014
00816224287,DHL Express,5/9/2020
00696307870,eShipper,10/15/2011
00798703901,DHL Express,2/13/2019
00363833459,Canpar Express,3/7/2017
00641512291,DHL Express,4/23/2011
00475540337,Canpar Express,6/5/2021
00148357441,DHL Express,1/8/2016
00158344858,DHL Express,4/29/2012
00326345082,Purolator,3/10/2017
00221157601,Canada Post,10/12/2011
00397005523,Freightera,3/9/2016
00141939121,Canada Post,6/6/2021
00894424403,DHL Express,5/1/2021
00431269058,Purolator,8/30/2011
00284236684,eShipper,2/29/2016
00539560812,Freightera,12/10/2012
00347072188,Freightera,4/4/2010
00271853555,Canada Post,9/1/2014
00059983778,Purolator,9/15/2011
00045543406,DHL Express,5/1/2019
00445527753,Purolator,6/29/2017
00250315046,Canada Post,4/4/2017
00149603474,Canpar Express,11/27/2015
00549766114,Purolator,3/15/2012
00649245489,Canada Post,6/18/2012
00612778252,eShipper,2/14/2014
00428335779,DHL Express,7/25/2014
